Filename,Barking,Howling,Crying,COSmoke,GlassBreaking,Other
public_00038,0.012932387180626392,0.15408453345298767,0.8321321606636047,0.00017486640717834234,1.2999540786040598e-06,0.0006747474544681609
public_00039,0.12277817726135254,0.1458384096622467,0.7242275476455688,0.0014582680305466056,0.00021510166698135436,0.005482513457536697
public_00040,0.11135630309581757,0.5416820645332336,0.34621018171310425,9.827133180806413e-05,1.1892432212334825e-06,0.0006519649759866297
public_00041,1.2109721558850595e-10,5.178543141179381e-13,9.028869318861155e-10,0.9993430972099304,0.000656938529573381,8.376700222356703e-09
public_00042,3.0759170499550237e-07,5.883011300333862e-10,3.007757154449564e-09,3.3374668419128284e-05,0.9999393224716187,2.701182893360965e-05
public_00043,8.414699550485238e-06,3.228545438105357e-06,2.4440163315375685e-07,9.903318641590886e-06,0.0020949391182512045,0.9978832006454468
public_00044,5.77471325868828e-07,2.4046934413490817e-05,1.7994098016060889e-06,3.0422513646044536e-06,1.6487849734403426e-06,0.9999688863754272
public_00045,0.9256490468978882,0.03377493843436241,0.008213150314986706,4.8595880798529834e-05,1.439830975868972e-05,0.03229981288313866
public_00046,0.05692096799612045,0.005823840852826834,0.017528671771287918,0.030263131484389305,0.1710813194513321,0.7183820009231567
public_00047,1.893658563290046e-10,1.2553851291841056e-09,2.444485858177359e-07,0.9999987483024597,2.1624853019375223e-08,9.569088206262677e-07
public_00048,0.000187488563824445,0.981462299823761,0.018348833546042442,2.6233880134896026e-07,1.9647852234072616e-09,1.0813853350555291e-06
public_00049,7.291673682630062e-06,0.6249066591262817,0.37508609890937805,1.682465278207701e-10,1.1037125599859705e-14,3.25802107514761e-10
public_00050,2.2164382244227454e-05,0.8900805711746216,0.10989707708358765,1.1863172488801865e-07,1.7489924439284543e-12,2.420103228928383e-08
public_00051,0.0019574016332626343,0.8287732005119324,0.16722054779529572,1.1225909020140534e-06,1.3198965476135527e-08,0.0020476479548960924
public_00052,0.0019927178509533405,0.0015104622580111027,0.023533107712864876,0.9424355626106262,0.003143619280308485,0.027384543791413307
public_00053,0.007979216054081917,0.0013322709128260612,0.01624145731329918,0.05738907307386398,0.05002240464091301,0.8670355677604675
public_00054,0.13044369220733643,0.12049009650945663,0.7212267518043518,0.006753097288310528,0.0015056101838126779,0.01958075538277626
public_00055,0.3480719327926636,0.006012472789734602,0.005365991499274969,0.00023633206728845835,8.651697135064751e-05,0.6402267217636108
public_00056,4.400827080530689e-08,3.072983534302409e-11,8.323507855179102e-11,2.987165771628497e-06,0.999993622303009,3.354835371283116e-06
public_00057,2.7643973226076923e-05,0.00016359251458197832,0.000111914545414038,0.0008042305707931519,9.755778592079878e-05,0.9987950325012207
public_00058,0.11066275835037231,0.4536663591861725,0.03469906374812126,0.00011540828563738614,6.636230682488531e-05,0.4007900655269623
public_00059,0.007071402855217457,0.761218786239624,0.2101471871137619,0.0010885545052587986,4.026658280054107e-05,0.02043379470705986
public_00060,3.766247345993179e-06,0.006897924933582544,0.9930983781814575,1.3746007110349012e-10,8.734473520770705e-16,1.9085926415696175e-12
public_00061,8.098683611024171e-05,8.476631774101406e-05,8.753081056056544e-05,0.00014379274216480553,0.0006205608951859176,0.998982310295105
public_00062,0.06535850465297699,0.5816560983657837,0.10560750961303711,0.0023036545608192682,0.0008891333127394319,0.24418511986732483
public_00063,0.2320353090763092,0.0169531162828207,0.03132712095975876,0.008146789856255054,0.0458657443523407,0.6656719446182251
public_00064,0.21542668342590332,0.017016112804412842,0.01917615905404091,0.007120642811059952,0.04665733873844147,0.6946030855178833
public_00065,0.04137793183326721,0.0010559896472841501,0.001856564194895327,0.009413952007889748,0.7631891369819641,0.18310655653476715
public_00066,0.10956630855798721,0.8093134164810181,0.08040720224380493,5.34502905793488e-05,7.273901246662717e-06,0.0006523624761030078
public_00067,0.0085317213088274,0.05734705924987793,0.9336479306221008,0.00044974740012548864,7.669553383493621e-07,2.2792955860495567e-05
public_00068,1.2805116689218465e-10,5.15343767659715e-10,8.541250906546338e-08,0.9999998807907104,4.054023250432692e-08,8.662254247226997e-10
public_00069,0.0961637794971466,0.05735350400209427,0.8454960584640503,0.0005313052679412067,1.768863330653403e-05,0.0004376601427793503
public_00070,1.2537741027676685e-13,6.677903130643259e-13,5.13027753612505e-09,1.0,4.993420607557475e-12,1.7823260228810867e-12
public_00071,2.3001130102784373e-05,0.016155781224370003,0.983820915222168,2.803834036058106e-07,5.4818684314117405e-12,3.149664706825206e-08
public_00072,0.0035831001587212086,0.013051072135567665,0.17197725176811218,0.8043557405471802,0.0005378425121307373,0.0064951153472065926
public_00073,0.11973194032907486,0.05816739797592163,0.03443573787808418,0.013026868924498558,0.07037664949893951,0.7042614221572876
public_00074,0.21930699050426483,0.2756105065345764,0.04960868880152702,0.0003252327733207494,0.00017891665629576892,0.45496970415115356
public_00075,9.177782885672059e-06,0.21434423327445984,0.7854663729667664,0.00018014191300608218,6.503092508935993e-11,7.540046809140222e-09
public_00076,0.13613100349903107,0.639140248298645,0.21048155426979065,0.00037435226840898395,1.7150478015537374e-05,0.013855691067874432
public_00077,0.009097205474972725,0.028716808184981346,0.0007681780261918902,0.00018266672850586474,0.02823753096163273,0.9329975843429565
public_00078,0.1407589167356491,0.29370829463005066,0.4894412159919739,0.008005918934941292,0.004116318188607693,0.06396935880184174
public_00079,0.10191895812749863,0.7367674112319946,0.15985970199108124,0.00018045578326564282,2.3068969312589616e-06,0.001271150540560484
public_00080,0.07912927865982056,0.03725220263004303,0.26457518339157104,0.03188611939549446,0.03949246555566788,0.5476647615432739
public_00081,6.128705081209773e-06,0.006224642042070627,0.9937691688537598,2.66511840374406e-10,1.7994636599733314e-16,9.134709481883885e-12
public_00082,0.11277347803115845,0.05438608676195145,0.7593847513198853,0.02551688253879547,0.004389881156384945,0.04354903846979141
public_00083,4.3328595893399324e-06,1.2289728147152346e-05,0.0015318819787353277,0.9984501600265503,1.0182595815422246e-06,3.215911306142516e-07
public_00084,0.001744469627737999,0.7791110277175903,0.21881484985351562,3.479904989944771e-05,1.7237513247891911e-06,0.00029314070707187057
public_00085,0.05323734134435654,0.020096780732274055,0.011399400420486927,0.008660992607474327,0.014650672674179077,0.8919548988342285
public_00086,0.05056075006723404,0.6526811122894287,0.2883332669734955,0.00045732641592621803,4.9488822696730494e-05,0.007918087765574455
public_00087,0.09012874215841293,0.0034614279866218567,0.005177935119718313,0.0012298082001507282,0.004221920855343342,0.8957802057266235
public_00088,0.0012569368118420243,0.07670925557613373,0.0054985829629004,4.8426882131025195e-05,7.564103725599125e-06,0.916479229927063
public_00089,0.07675288617610931,0.08113113045692444,0.03571242839097977,0.011866709217429161,0.009972147643566132,0.7845647931098938
public_00090,0.16565315425395966,0.0655181035399437,0.006255101412534714,0.0005209272494539618,0.0038653810042887926,0.7581872940063477
public_00091,0.0007463087094947696,5.102650175103918e-05,9.07269204617478e-05,0.000600235303863883,0.07224135100841522,0.9262703657150269
public_00092,0.07837092876434326,0.016270292922854424,0.04542377218604088,0.051245760172605515,0.11849761009216309,0.6901916265487671
public_00093,0.2461632788181305,0.004166487604379654,0.0033976391423493624,0.0004094123432878405,0.0010744920000433922,0.7447887063026428
public_00094,5.2008876082254574e-05,1.3589373338618316e-05,0.0014930687611922622,0.9982302784919739,9.318038064520806e-05,0.00011795981845352799
public_00095,0.0001127564610214904,0.01306654792279005,0.9868199229240417,7.077089776430512e-07,5.218241637405807e-12,5.536576752618316e-10
public_00096,0.011011620983481407,0.07186531275510788,0.09242075681686401,0.006993427872657776,0.0031509692780673504,0.8145579099655151
public_00097,0.3082435131072998,0.02061794325709343,0.0545649528503418,0.019864896312355995,0.036722488701343536,0.5599862337112427
public_00098,0.12910869717597961,0.010939856991171837,0.028367003425955772,0.02933650277554989,0.11225980520248413,0.6899881362915039
public_00099,0.007423358503729105,0.04471803456544876,0.9477776288986206,6.738887168467045e-05,1.81614353778059e-07,1.3295526514411904e-05
public_00100,0.6107465624809265,0.041972268372774124,0.03681790083646774,0.0019423812627792358,0.010414544492959976,0.29810631275177
public_00101,0.010754605755209923,0.35250163078308105,0.6367013454437256,1.1372679182386491e-05,1.2402679772094416e-07,3.0912244255887344e-05
public_00102,2.459585630276706e-05,0.0013397097354754806,0.9800916910171509,0.018544016405940056,3.3650242592386803e-09,1.2571055663102015e-07
public_00103,0.1272640973329544,0.22237709164619446,0.6220611333847046,0.01977657712996006,7.172654295573011e-05,0.0084493737667799
public_00104,0.0004584747366607189,0.0009566048393025994,0.00017772124556358904,5.118715489516035e-05,4.659762998926453e-05,0.998309314250946
public_00105,0.195952907204628,0.010276700370013714,0.021836668252944946,0.013382909819483757,0.045247774571180344,0.7133030295372009
public_00106,0.010060558095574379,0.8316542506217957,0.12754400074481964,0.00755483889952302,0.00020788614347111434,0.022978495806455612
public_00107,0.23633866012096405,0.22823870182037354,0.46836262941360474,0.031990718096494675,0.0028414397966116667,0.03222789987921715
public_00108,0.025408539921045303,0.13371138274669647,0.8146932721138,0.01270988304167986,5.5626453104196116e-05,0.013421321287751198
public_00109,0.014361774548888206,0.0020323325879871845,0.019818315282464027,0.6591202020645142,0.022236961871385574,0.28243035078048706
public_00110,0.0023336862213909626,0.7310491800308228,0.24533121287822723,0.017333295196294785,6.932598626008257e-05,0.003883310128003359
public_00111,0.0677243322134018,0.030261049047112465,0.010748435743153095,0.0009707302087917924,0.0006832613726146519,0.8896121978759766
public_00112,0.03449801355600357,0.1424180567264557,0.01087905652821064,0.00022555752366315573,0.00014229831867851317,0.8118370175361633
public_00113,3.218258618002073e-19,3.9730316137437535e-18,1.5560418079908767e-13,1.0,1.1146829177902464e-16,1.3483498106770643e-17
public_00114,7.667412711687138e-14,4.3293433074631515e-12,4.5522646985318715e-08,1.0,8.579246796487638e-13,3.76006354958075e-13
public_00115,0.0220697782933712,0.5450413823127747,0.04997669532895088,0.005823491606861353,0.0023320100735872984,0.3747566342353821
public_00116,1.1162394002894871e-05,0.0008108902839012444,0.04027584567666054,0.9588950276374817,4.044237016387342e-07,6.625644346058834e-06
public_00117,8.801246440270916e-05,7.837112934794277e-05,5.936678007856244e-06,2.4893274712667335e-06,1.3568251233664341e-05,0.9998115301132202
public_00118,0.08061887323856354,0.1501249074935913,0.0592515654861927,0.10489393770694733,0.038791678845882416,0.5663190484046936
public_00119,0.233026385307312,0.2778811752796173,0.4822402000427246,0.001561686396598816,0.00026179253472946584,0.005028726067394018
public_00120,0.9921680688858032,0.002923182211816311,0.004857235122472048,6.3376655816682614e-06,1.0570872746029636e-06,4.4214997615199536e-05
public_00121,0.00029414729215204716,0.012683880515396595,0.9870172739028931,4.573964361043181e-06,3.811380933083086e-10,7.20415513910666e-08
public_00122,0.002417542040348053,0.8154922723770142,0.18201127648353577,2.9761663427052554e-06,5.221865961857475e-08,7.592327165184543e-05
public_00123,0.9476181864738464,0.029859265312552452,0.016098041087388992,9.379944822285324e-05,1.3573639080277644e-05,0.006317097693681717
public_00124,0.028280779719352722,7.272828952409327e-05,0.0001755557459546253,0.0014874173793941736,0.9679989814758301,0.001984576229006052
public_00125,0.0780019462108612,0.0007825048523955047,0.0003093041596002877,6.267910066526383e-05,0.021858032792806625,0.8989855051040649
public_00126,0.8071268200874329,0.023607131093740463,0.01252293772995472,0.0007098534842953086,0.0008221639436669648,0.15521112084388733
public_00127,0.013624897226691246,0.0005791111034341156,0.002090980065986514,0.04278550669550896,0.8452484011650085,0.09567104279994965
public_00128,0.9787025451660156,0.009070015512406826,0.0015254756435751915,2.1105990526848473e-05,0.00010760821169242263,0.010573290288448334
public_00129,0.04799731448292732,0.002138148993253708,0.0017088627209886909,0.0021451967768371105,0.0945359393954277,0.8514744639396667
public_00130,0.006999671459197998,0.9498264193534851,0.03711622208356857,7.023007810857962e-07,4.097557848581346e-08,0.006056913640350103
public_00131,0.0018967313226312399,0.5164470076560974,0.025247937068343163,0.009036073461174965,0.0004713256494142115,0.4469008445739746
public_00132,0.07004593312740326,0.0018337458604946733,0.0027508861385285854,0.001110707875341177,0.022705649957060814,0.9015530347824097
public_00133,0.0003148472751490772,0.9238767623901367,0.07510192692279816,3.2588788599241525e-05,1.240183280515339e-07,0.0006737933726981282
public_00134,5.202205102250446e-07,0.00024130062956828624,0.9997581243515015,4.6185002489096405e-09,5.032821591931507e-15,1.4485917673723314e-11
public_00135,0.02007482573390007,0.41876617074012756,0.5607840418815613,3.803645449806936e-05,8.211130761992536e-07,0.00033600456663407385
public_00136,0.029883671551942825,0.11864616721868515,0.01536555401980877,0.0031227716244757175,0.014405665919184685,0.8185761570930481
public_00137,0.20218496024608612,0.013010886497795582,0.020744025707244873,0.007470118347555399,0.02187483198940754,0.7347151041030884
public_00138,0.003659436944872141,0.048810724169015884,0.005841482430696487,0.0010404117638245225,0.0009280692902393639,0.9397198557853699
public_00139,1.1313926734146662e-05,1.7259138985536993e-05,1.2700359093287261e-06,4.266218525117438e-07,1.84425857696624e-07,0.999969482421875
public_00140,4.651531980925938e-06,6.78226297168294e-06,7.95058156199957e-07,8.405862899962813e-06,0.00022121495567262173,0.999758243560791
public_00141,0.1973535716533661,0.23527498543262482,0.20683519542217255,0.024556923657655716,0.003850032342597842,0.3321292996406555
public_00142,0.0302823968231678,0.14133310317993164,0.11371812969446182,0.03448384255170822,0.0074399299919605255,0.6727426052093506
public_00143,0.0038354345597326756,0.6632208824157715,0.3328406512737274,2.8079903131583706e-05,7.358638498544678e-08,7.492484292015433e-05
public_00144,0.0040929727256298065,0.5345994234085083,0.43122243881225586,0.01804293505847454,0.0001156401849584654,0.01192651130259037
public_00145,0.01150810532271862,0.9584990739822388,0.026601243764162064,2.335468707315158e-06,1.3902232254281444e-08,0.0033891797065734863
public_00146,0.016858458518981934,0.44716471433639526,0.49243006110191345,0.00011193036334589124,1.2757781178152072e-06,0.043433550745248795
public_00147,0.8829399943351746,0.02506152354180813,0.08657879382371902,0.002041442086920142,0.00039817308424972,0.0029800746124237776
public_00148,0.03515607863664627,0.4276929497718811,0.5348682403564453,0.0012637831969186664,1.6333533494616859e-06,0.001017352449707687
public_00149,0.04268023744225502,0.32929727435112,0.6266795992851257,0.00011134615488117561,2.3253235212905565e-06,0.0012292393948882818
public_00150,0.11613249778747559,0.006012920755892992,0.011616328731179237,0.019079264253377914,0.11619983613491058,0.7309591174125671
public_00151,0.007075664587318897,0.022846629843115807,0.9694803357124329,0.00029174936935305595,6.254520940274233e-06,0.00029951808392070234
public_00152,0.00803829450160265,0.0001423161884304136,2.8768536139978096e-05,7.3488722591719124e-06,0.0006285661365836859,0.991154670715332
public_00153,8.682900000718106e-18,8.292153941418469e-18,1.6363409108613447e-12,1.0,3.97369159468473e-15,5.690863912719718e-16
public_00154,2.918014558872528e-07,0.9986078143119812,0.0013892808929085732,5.925509682924712e-08,5.20668126668955e-11,2.6036843792098807e-06
public_00155,0.011674684472382069,0.0067609259858727455,0.02279871329665184,0.11237529665231705,0.2883552610874176,0.5580350756645203
public_00156,0.00036457908572629094,0.0006098895100876689,8.761299250181764e-05,2.681428668438457e-05,0.00011170891957590356,0.9987993240356445
public_00157,0.06732945144176483,0.01210339181125164,0.008000563830137253,0.00134071905631572,0.0032159301917999983,0.9080098867416382
public_00158,0.02209218218922615,0.34473466873168945,0.5639968514442444,0.011922096833586693,0.00020375339954625815,0.0570504255592823
public_00159,0.03271561115980148,0.0004618276725523174,0.00846987683326006,0.08370494097471237,0.867592990398407,0.007054641842842102
public_00160,0.8634458780288696,0.0292721688747406,0.040362678468227386,0.0029479381628334522,0.01436883769929409,0.04960254579782486
public_00161,0.0011934544891119003,0.0009754860657267272,0.11215176433324814,0.8815298080444336,0.0011179524008184671,0.003031438682228327
public_00162,0.01081911288201809,0.0022027117665857077,0.0013941520592197776,0.003216621233150363,0.01542864739894867,0.9669387936592102
public_00163,0.05818367004394531,0.03526139631867409,0.09270528703927994,0.007679527159780264,0.12641960382461548,0.6797505021095276
public_00164,1.8132046534447e-05,0.0016221536789089441,2.072830466204323e-05,7.569570925625158e-08,2.709494673069912e-08,0.9983388781547546
public_00165,0.17749187350273132,0.11121876537799835,0.09456767141819,0.017341725528240204,0.012791094370186329,0.5865888595581055
public_00166,0.07418560981750488,0.2238675057888031,0.7019157409667969,1.818913187889848e-05,1.0533396732625988e-07,1.284123027289752e-05
public_00167,1.3440311363854818e-11,0.999968409538269,3.158361141686328e-05,6.255763593775165e-13,5.07732989105705e-17,1.0416852269656829e-08
public_00168,0.10265640914440155,0.03358159214258194,0.054899848997592926,0.00983511470258236,0.037605784833431244,0.761421263217926
public_00169,0.016299191862344742,0.04938293620944023,0.021912693977355957,0.0030038082040846348,0.0025524620432406664,0.9068489074707031
public_00170,0.007577072829008102,0.030271271243691444,0.01572308875620365,0.046060528606176376,0.0004820339963771403,0.8998860120773315
public_00171,0.02436954528093338,0.005200832616537809,0.005333226639777422,0.005602895747870207,0.01271481066942215,0.9467786550521851
public_00172,3.268721471272329e-08,0.014817515388131142,0.9851824641227722,2.185024757699397e-13,8.165814723817684e-21,8.7209512750425e-15
public_00173,0.08268257975578308,0.018061455339193344,0.009042292833328247,0.0044511910527944565,0.020096439868211746,0.8656660318374634
public_00174,0.00462110573425889,0.3865228593349457,0.6079888939857483,2.2905252990312874e-05,2.9385992661445925e-07,0.0008439728990197182
public_00175,8.378957318200264e-06,7.774935511406511e-06,1.7834945538197644e-06,2.66274719251669e-06,2.7890500859939493e-05,0.9999514818191528
public_00176,0.0001128018120652996,0.9918753504753113,0.007961878553032875,2.2428136503549467e-07,3.365923650910929e-10,4.96591892442666e-05
public_00177,0.006477069109678268,0.007693849503993988,0.12798082828521729,0.8564924001693726,0.0001196705416077748,0.0012362308334559202
public_00178,0.0004242628929205239,0.7670443654060364,0.2325136959552765,2.6757184059533756e-06,9.079499818653858e-09,1.4911204743839335e-05
public_00179,0.031198346987366676,0.01649400219321251,0.017333026975393295,0.022612405940890312,0.058162055909633636,0.8542001843452454
public_00180,0.0013609427260234952,0.6815499663352966,0.3170526921749115,1.9629220332717523e-05,2.3173683416644053e-07,1.653430808801204e-05
public_00181,0.01182361040264368,0.04948320612311363,0.02689768746495247,0.0003828241606242955,0.0001182049309136346,0.9112944602966309
public_00182,0.9961895942687988,0.0013683427823707461,0.00030801742104813457,5.88890088693006e-06,0.00019397048163227737,0.0019342245068401098
public_00183,0.003676782827824354,0.2767813503742218,0.01411156915128231,8.533858635928482e-05,6.634566489083227e-06,0.7053383588790894
public_00184,0.01950165443122387,0.007656519301235676,0.11805754899978638,0.0859442725777626,0.010482711717486382,0.7583572268486023
public_00185,0.021796679124236107,0.005232017021626234,0.020412879064679146,0.005851143505424261,0.003985475283116102,0.9427218437194824
public_00186,9.819585145010024e-10,1.292485340975702e-09,2.253511866001645e-07,0.9999994039535522,3.087313302785333e-07,1.279401828924165e-07
public_00187,1.2569456602261917e-19,5.835012773776842e-17,1.4008935071002648e-12,1.0,6.010640026131897e-16,1.1344188185484961e-17
public_00188,0.7587792873382568,0.038687482476234436,0.11080632358789444,0.011756752617657185,0.009127134457230568,0.07084296643733978
public_00189,0.07832911610603333,0.20080657303333282,0.720809817314148,9.60644320002757e-06,1.791382402416275e-07,4.469284613151103e-05
public_00190,0.08140379190444946,0.02615656517446041,0.05127005651593208,0.04871993139386177,0.10898039489984512,0.6834691762924194
public_00191,0.021881377324461937,0.1914849430322647,0.03176426142454147,0.00020253441471140832,0.0017555581871420145,0.7529113292694092
public_00192,0.10153120756149292,0.4131928086280823,0.16479536890983582,0.014030943624675274,0.005437924526631832,0.30101174116134644
public_00193,0.004401066340506077,0.00028434820706024766,0.0015433302614837885,0.986802875995636,0.006515240762382746,0.0004531216691248119
public_00194,0.31292152404785156,0.1344495266675949,0.39762207865715027,0.02054305002093315,0.01492389477789402,0.11953993886709213
public_00195,0.016407540068030357,0.01970735192298889,0.005615784786641598,0.0008498047245666385,0.0036373636685311794,0.9537820816040039
public_00196,0.00018997510778717697,0.8642900586128235,0.13551875948905945,4.0539481460655225e-07,1.4555256999670974e-09,8.381736620322044e-07
public_00197,6.706500425934792e-05,8.309391705552116e-05,1.7944890714716166e-05,6.75499759381637e-05,0.0007360827294178307,0.9990283250808716
public_00198,9.83074278337881e-06,0.6098314523696899,0.39015811681747437,3.605612164392369e-07,8.523448613573237e-11,2.3756467726343544e-07
public_00199,0.7822195291519165,0.003033717628568411,0.00018565797654446214,1.7527136151329614e-05,0.007886665873229504,0.20665697753429413
public_00200,0.08431290835142136,0.3374391496181488,0.5777290463447571,6.942132313270122e-05,4.88273235532688e-06,0.0004445512895472348
public_00201,0.0024818170350044966,0.8754581212997437,0.11493333429098129,0.00026599745615385473,1.367198728985386e-05,0.006847015582025051
public_00202,0.40489688515663147,0.03151630610227585,0.1576298177242279,0.04813656210899353,0.15425124764442444,0.2035692036151886
public_00203,0.3121092915534973,0.0061693876050412655,0.015867935493588448,0.008446432650089264,0.15991923213005066,0.49748772382736206
public_00204,0.02614605985581875,0.0013597157085314393,0.0005304565420374274,0.00023924445849843323,0.003610848216339946,0.9681136012077332
public_00205,0.20858661830425262,0.15704789757728577,0.6177966594696045,0.0020934436470270157,0.0003365954908076674,0.014138832688331604
public_00206,1.7082080603358918e-06,9.642601526138606e-07,0.0003333460190333426,0.9996476173400879,3.2305238164553884e-06,1.311875348619651e-05
public_00207,0.037367772310972214,0.21059295535087585,0.25993677973747253,0.03373667597770691,0.0069390833377838135,0.4514266848564148
public_00208,0.00011437984358053654,5.318499097484164e-05,1.9863602574332617e-05,1.773811163729988e-05,0.00010886803647736087,0.9996859431266785
public_00209,0.051193635910749435,0.02117045409977436,0.002511042868718505,0.0016740865539759398,0.14775311946868896,0.7756975889205933
public_00210,0.11949995905160904,0.21527841687202454,0.19922305643558502,0.033210285007953644,0.0037560295313596725,0.42903226613998413
public_00211,0.006695828400552273,0.13505789637565613,0.8576990365982056,0.00037456414429470897,6.891390853525081e-07,0.00017201049195136875
public_00212,0.002343753119930625,0.002339456230401993,0.03511390835046768,0.05633046105504036,0.01921948418021202,0.8846529126167297
public_00213,0.024911731481552124,0.26802879571914673,0.7070450782775879,4.434243237483315e-06,6.221723136690116e-09,9.894409231492318e-06
public_00214,0.00011781457578763366,4.5651640334654076e-07,1.393508455294068e-06,0.0002605323970783502,0.9993529319763184,0.00026684190379455686
public_00215,0.00010225868027191609,0.7957762479782104,0.20411773025989532,3.6434018966247095e-06,4.427880284652019e-09,5.242097955715508e-08
public_00216,0.03984654322266579,0.024019496515393257,0.04417411610484123,0.023355236276984215,0.05221887305378914,0.8163857460021973
public_00217,0.05227164179086685,0.004356659948825836,0.008992133662104607,0.013693044893443584,0.12241655588150024,0.798270046710968
public_00218,0.18965312838554382,0.18288038671016693,0.06095948815345764,0.018083032220602036,0.032116055488586426,0.5163078904151917
public_00219,0.002244615461677313,0.0013955730246379972,0.00011948354222113267,0.00014970710617490113,0.0016141540836542845,0.9944764375686646
public_00220,0.9734634160995483,0.005346096120774746,0.0019534658640623093,5.0411123083904386e-05,0.00037338415859267116,0.018813224509358406
